FILE_ID	SENTENCE	GENE	PHENOTYPE	GENE_ID	PHENOTYPE_ID	GENE_START_POSITION	GENE_END_POSITION	PHENOTYPE_START_POSITION	PHENOTYPE_END_POSITION	RELATION	CONFIRMATION	NOTES/TYPES OF UNCERTAIN	NOTES		Count
30396386	In zebrafish, downregulation of slc7a14 expression leads to an abnormal eye phenotype and defective light-induced locomotor response.	slc7a14	abnormal eye	57709	HP_0000478	32	39	63	75	TRUE	C				
28144995	Inactivating mutations in Eda or Edar cause hypohidrotic ectodermal dysplasia (HED), a condition characterized by malformations of the teeth, hair and glands, with milder deficiencies affecting only the teeth.	Eda	ectodermal dysplasia	1896	HP_0000968	26	29	57	77	TRUE	C				
28663568	Increasing evidence has shown that WT1-interacting protein (WTIP) plays important roles both physiologically and pathologically in humans; however, the role of WTIP in cancer is unknown.	WTIP	cancer	126374	HP_0002664	60	64	168	174	FALSE	C	Ug2			
29401312	Indeed, we have previously reported that a vaccine comprises allogeneic murine embryonic stem cells (ESCs) and murine fibroblasts expressing GM-CSF (to amplify immune responses) successfully blocks the outgrowth of an implantable cancer (Lewis lung carcinoma; LLC) and lung tumors generated in mice using a combination of a mutagen followed by chronic pulmonary inflammation.	mice	tumors	23581	HP_0002664	294	298	274	280	FALSE	U	Ug5			
28444220	Independent and pooled analyses verified that higher PYCR1 mRNA levels were significantly associated with poor survival of breast cancer patients, regardless of estrogen receptor (ER) status.	PYCR1	cancer	5831	HP_0002664	53	58	130	136	FALSE	I				
28792508	Independently, another group has recently observed SRD5A3 mutations in several families with a type 1 congenital disorder of glycosylation (CDG type Ix, OMIM 212067), mental retardation, cerebellar ataxia and eye disorders.	type	cerebellar ataxia	6445	HP_0001251	95	99	187	204	FALSE	U	Ug5			
21855232	Individuals had microcephaly, developmental delay, epilepsy, and recessive mutations in TRIT1.	TRIT1	epilepsy	54802	HP_0001250	88	93	51	59	TRUE	C				
28481869	Individuals with known mutations in tumor suppressor genes such as CDKN2A and BAP1 require, in addition, follow up for other cancers	CDKN2A	tumor	1029	HP_0002664	67	73	36	41	TRUE	C				
29452776	Induction of p53 by 5-Aza-dC was tested in vitro using cancer cells.	p53	cancer	7157	HP_0002664	13	16	55	61	TRUE	I	Ug2			
29992558	Inductions of FosB and phospho-acetylated histone 3 (molecular correlates of dyskinesia) were potentiated in the lesioned striatum of TG mice compared with their WT littermates.	FosB	dyskinesia	2354	HP_0100660	14	18	77	87	FALSE	C	Ug2			
30128822	Inductions of FosB and phospho-acetylated histone 3 (molecular correlates of dyskinesia) were potentiated in the lesioned striatum of TG mice compared with their WT littermates.	mice	dyskinesia	23581	HP_0100660	137	141	77	87	FALSE	U	Ug5			
28916654	Infantile cerebellar-retinal degeneration associated with mutations in the mitochondrial aconitase 2 gene (ACO2) has been recently described as a neurodegenerative disease of autosomal recessive inheritance.	ACO2	autosomal recessive inheritance	50	HP_0000007	107	111	175	206	TRUE	C				
29050118	Inflammatory chemokine CXCL1, present in large amounts in DCs isolated from colon cancer patients, and SW620-conditioned TADCs, enhance CSC characteristics in cancer, supported by enhanced anchorage-independent growth, CD133 expression and aldehyde dehydrogenase activity.	CXCL1	cancer	2919	HP_0002664	23	28	82	88	FALSE	I	Ug2			
27983999	Inhibiting naive CD4<sup>+</sup> T cell recruitment into tumors by interfering with PITPNM3 recognition of CCL18 may be an attractive strategy for anticancer immunotherapy	PITPNM3	tumor	83394	HP_0002664	84	91	57	62	FALSE	C	Ug2			
23781959	Instead, biallelic mutations have been associated with afibrinogenemia/severe hypofibrinogenemia, i.e., the severest forms of fibrinogen deficiency, affecting approximately 1-2 cases per million people.	per	hypofibrinogenemia	93210	HP_0011900	183	186	78	96	FALSE	U	Ug5			
29758292	Interestingly, de novo loss-of-function and missense variants in KDM5B were identified in patients with intellectual disability (ID) and autism spectrum disorder (ASD) but also in unaffected individuals.	KDM5B	intellectual disability	10765	HP_0001249	65	70	104	127	FALSE	I				
25681241	Interestingly, heterogeneous nuclear RNA (hnRNA) for insulin and INS-IGF2, both originating from the INS promoter, were essentially undetectable in T1D pancreata, arguing for a silent INS promoter.	IGF2	heterogeneous	3481	HP_0001425	69	73	15	28	TRUE	U	Ug5			
18306244	Interestingly, REEP1 mutations have been linked to neurodegenerative disorders of upper and lower motor neurons, hereditary spastic paraplegia (HSP) and distal hereditary motor neuropathy type V (dHMN-V).	REEP1	neuropathy	65055	HP_0009830	15	20	177	187	TRUE	C				
29503225	Interestingly, the positive correlation between PGC-1α and PV, Syt2, or Cplx1 expression was lost in schizophrenia patients with low NRF-1 expression, suggesting that NRF-1 is a critical predictor of these genes in disease.	Syt2	schizophrenia	127833	HP_0100753	63	67	101	114	FALSE	I				
30006060	Is BAH due to the bilateral occurrence of APCCs, to germline variants, or perhaps due to unknown serum factors? Lastly, the etiology of unsolved cases of apparently familial hyperaldosteronism remains to be discovered.	BAH	bilateral	444	HP_0012832	3	6	18	27	FALSE	U	Ug3			
29656860	Is BAH due to the bilateral occurrence of APCCs, to germline variants, or perhaps due to unknown serum factors? Lastly, the etiology of unsolved cases of apparently familial hyperaldosteronism remains to be discovered.	BAH	hyperaldosteronism	444	HP_0000859	3	6	174	192	FALSE	U	Ug3			
29381923	It has been proposed that transcobalamin 2 (TCN2) and the transcobalamin 2 receptor (TCN2R) are associated with idiopathic recurrent spontaneous abortion (RSA).	TCN2	spontaneous abortion	6948	HP_0005268	44	48	133	153	FALSE	C	Ug2			
29336840	It has been reported that N-myc downstream regulated gene 1 (NDRG1) is related to the prognosis of non-small cell lung cancer (NSCLC), and associated with c-Myc degradation in NSCLC cell lines.	N-myc	cancer	4613	HP_0002664	26	31	119	125	TRUE	U	Ug5	Part of the name of NDRG1 gene		
28793245	It has been reported that N-myc downstream regulated gene 1 (NDRG1) is related to the prognosis of non-small cell lung cancer (NSCLC), and associated with c-Myc degradation in NSCLC cell lines.	NDRG1	cancer	10397	HP_0002664	61	66	119	125	FALSE	I				
30231971	It is a genetic disorder caused by a mutation in the dysferlin gene (DYSF) with an autosomal recessive mode of inheritance.	DYSF	autosomal recessive	8291	HP_0000007	69	73	83	102	TRUE	C				
24325915	It is characterized by hyperkeratotic follicular papules coalescing into orange-red scaly plaques, islands of sparing, and palmoplantar keratoderma.	red	palmoplantar keratoderma	8444	HP_0000982	80	83	123	147	FALSE	U	Ug5			
21493627	It is dominated by cerebellar ataxia and susceptible to stresses that act as factors provoking disease onset or episodes of rapid neurological deterioration possibly leading to death.	act	cerebellar ataxia	11332	HP_0001251	70	73	19	36	FALSE	U	Ug5			
28386063	It is reported the expression of HCRP1 is inversely related to epidermal growth factor receptor (EGFR) in breast cancer and lead to resistance to cetuximab in ovarian cancer.	EGFR	cancer	1956	HP_0002664	97	101	113	119	TRUE	C	Ug2			
30194396	It is well known that miR-145-5p (the guide strand) functions as a tumor suppressor in several types of cancer.	miR	tumor	220972	HP_0002664	22	25	67	72	FALSE	U	Ug5			
24169644	It is well known that miR-145-5p (the guide strand) functions as a tumor suppressor in several types of cancer.	miR	cancer	220972	HP_0002664	22	25	104	110	FALSE	U	Ug5			
25921236	It usually reflects biallelic inactivation of the <i>CASR.</i> 3) Multiple endocrine neoplasia type 1 (MEN1) is most frequently expressed as PHPT with asymmetric enlargement of 3-4 parathyroids.	type	neoplasia	6445	HP_0002664	95	99	85	94	FALSE	U	Ug5			
30136158	It was hypothesized that the whorl formation of meningiomas may occur as a result of a disturbance in the planar cell polarity (PCP) of arachnoid cells, thus, genes understood to govern PCP signaling were analyzed for alterations.	PCP	meningiomas	54858	HP_0002858	128	131	48	59	FALSE	U	Ug3			
29309627	Its restricted expression in normal tissues and unique early upregulation during tumor development make CRG-L2 an excellent candidate as a new clinical marker of HCC	CRG-L2	tumor	342035	HP_0002664	104	110	81	86	FALSE	I				
25482028	KCNB1 mutations are known to cause early-onset infantile epilepsy.	KCNB1	epilepsy	3745	HP_0001250	0	5	57	65	TRUE	C				
23307924	Keppen-Lubinsky syndrome (KPLBS) is a rare disease mainly characterized by severe developmental delay and intellectual disability, microcephaly, large prominent eyes, a narrow nasal bridge, a tented upper lip, a high palate, an open mouth, tightly adherent skin, an aged appearance, and severe generalized lipodystrophy.	lip	high palate	23049	HP_0000218	205	208	212	223	FALSE	U	Ug5			
26199132	Keppen-Lubinsky syndrome (KPLBS) is a rare disease mainly characterized by severe developmental delay and intellectual disability, microcephaly, large prominent eyes, a narrow nasal bridge, a tented upper lip, a high palate, an open mouth, tightly adherent skin, an aged appearance, and severe generalized lipodystrophy.	lip	microcephaly	23049	HP_0000252	205	208	131	143	FALSE	U	Ug5			
29625052	Keratitis-ichthyosis-deafness (KID) syndrome is a rare genodermatosis that typically results from mutations of the GJB2 gene or, less commonly, the GJB6 gene.	GJB2	deafness	2706	HP_0000365	115	119	21	29	TRUE	C				
27094817	Keratitis-ichthyosis-deafness (KID) syndrome is a rare genodermatosis that typically results from mutations of the GJB2 gene or, less commonly, the GJB6 gene.	GJB6	deafness	10804	HP_0000365	148	152	21	29	TRUE	C				
29559246	Knock-in of nonphosphorylatable PRPS1/2 mutants, which have uninhibited activity, in brain tumor cells under energy stress exhausts cellular ATP and NADPH and increases reactive oxygen species levels, thereby promoting cell apoptosis.	PRPS1	tumor	5631	HP_0002664	32	37	91	96	FALSE	C	Ug2			
29950560	Knockdown of LTBP3 in all tested cell lines led to significant inhibition of tumor cell intravasation, but did not affect primary tumor growth.	LTBP3	tumor	4054	HP_0002664	13	18	77	82	FALSE	C				
24827421	Knockdown of RIPK4 reduced cell migration and invasion via inhibition of Vimentin, MMP2 and Fibronectin expression in cervical cancer cells.	MMP2	cancer	4313	HP_0002664	83	87	127	133	FALSE	C				
25343988	KRT5 and KRT6 (KRT6A, KRT6B &amp; KRT6C) gene expression was assessed in publically available serous ovarian cancer data sets, ovarian cancer cell lines and primary serous ovarian cancer cells.	KRT6	cancer	140807	HP_0002664	9	13	109	115	FALSE	I				
27216551	KRT5 but not KRT6C mRNA expression was increased in chemotherapy resistant primary serous ovarian cancer cells compared to chemotherapy sensitive cells.	KRT5	cancer	3852	HP_0002664	0	4	98	104	TRUE	C				
30535804	Large granular lymphocyte (LGL) leukemia has been recognized in the World Health Organization classifications among mature T cell and natural killer cell neoplasms and is divided into three categories.	killer	neoplasms	8795	HP_0002664	142	148	154	163	TRUE	U	Ug5			
30561139	Large-scale tumor sequencing has revolutionized the identification of somatic driver alterations but has had limited impact on the identification of cancer predisposition genes (CPGs).	impact	cancer	55364	HP_0002664	117	123	149	155	FALSE	U	Ug5			
30128822	Late onset of clinical symptoms in hepatocellular carcinoma (HCC) results in late diagnosis and poor disease outcome.	HCC	hepatocellular carcinoma	84668	HP_0001402	61	64	35	59	FALSE	U	Ug3			
29804124	Leber congenital amaurosis (LCA) and juvenile retinitis pigmentosa (RP) are severe hereditary diseases that causes visual impairment in infants and children.	LCA	visual impairment	1211	HP_0000505	28	31	115	132	FALSE	U	Ug3			
28651234	Leber congenital amaurosis (LCA) and retinitis pigmentosa (RP) are retinal degenerative diseases which cause severe retinal dystrophy affecting the photoreceptors.	LCA	retinal dystrophy	1211	HP_0000556	28	31	116	133	FALSE	U	Ug3			
27693232	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	ADAM21	macrothrombocytopenia	8747	HP_0040185	208	214	462	483	FALSE	C				
28474749	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	COX16	macrothrombocytopenia	51241	HP_0040185	218	223	462	483	FALSE	C				
23781959	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	ERH	macrothrombocytopenia	2079	HP_0040185	121	124	462	483	FALSE	C				
26915689	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	ERH	autosomal recessive	2079	HP_0000007	121	124	346	365	FALSE	C				
20622109	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	EXD2	autosomal recessive	55218	HP_0000007	106	110	346	365	FALSE	C				
23053991	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	KIAA0247	autosomal recessive	9766	HP_0000007	153	161	346	365	FALSE	C				
30180205	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	SLC39A9	macrothrombocytopenia	55334	HP_0040185	126	133	462	483	FALSE	C				
26678556	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	SLC8A3	macrothrombocytopenia	6547	HP_0040185	200	206	462	483	FALSE	C				
26854714	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	SLC8A3	autosomal recessive	6547	HP_0000007	200	206	346	365	FALSE	C				
29966189	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	SMOC1	autosomal recessive	64093	HP_0000007	193	198	346	365	TRUE	C				
26987799	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	SRSF5	macrothrombocytopenia	6430	HP_0040185	177	182	462	483	FALSE	C				
27900010	Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1, DCAF5, EXD2, GALNTL1, ERH, SLC39A9, PLEKHD1, CCDC177, KIAA0247, LOC100289511, SRSF5, SLC10A1, SMOC1, SLC8A3, ADAM21P1, COX16, SYNJ2BP, SYNJ2BP-COX16, ADAM21) was responsible for these manifestations, but apart from SMOC1, mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome, and ACTN1, mutations in which are associated with congenital macrothrombocytopenia, no disease associations have so far been reported for the other genes.	SYNJ2BP	macrothrombocytopenia	55333	HP_0040185	225	232	462	483	FALSE	C				
26060908	Limb girdle muscular dystrophy type 2I (LGMD2I) is a progressive disorder caused by mutations in the FuKutin-Related Protein gene (FKRP).	LGMD2I	muscular dystrophy	79147	HP_0003560	40	46	12	30	TRUE	U	Ug3			
30632664	Limb girdle muscular dystrophy type 2I (LGMD2I) is a progressive disorder caused by mutations in the FuKutin-Related Protein gene (FKRP).	type	muscular dystrophy	6445	HP_0003560	31	35	12	30	TRUE	U	Ug5			
30265712	Limb-girdle muscular dystrophies (LGMD) are a highly heterogeneous group of muscle disorders, which first affect the voluntary muscles of the hip and shoulder areas.	hip	muscular dystrophies	64399	HP_0003560	142	145	12	32	FALSE	U	Ug5			
28793245	Limb-girdle muscular dystrophy type 2D (LGMD2D) is a rare autosomal-recessive disease, affecting striated muscle, due to mutation of SGCA, the gene coding for α-sarcoglycan.	type	muscular dystrophy	6445	HP_0003560	31	35	12	30	TRUE	U	Ug5			
30128822	Liver cancer is very common worldwide and the rates of hepatocellular carcinoma (HCC) have increased by over 70% in the last 2 decades in the US.	HCC	hepatocellular carcinoma	84668	HP_0001402	81	84	55	79	FALSE	U	Ug3			
24705504	Liver-specific knockout of murine Bruce impaired ATR activation and exacerbated inflammation, fibrosis and hepatocellular carcinoma, which exhibited a trabecular architecture, closely resembling human HCC.	Bruce	hepatocellular carcinoma	57448	HP_0001402	34	39	107	131	FALSE	U	Ug5			
29974186	LMO1 is a high-risk neuroblastoma susceptibility gene, but how LMO1 cooperates with MYCN in neuroblastoma tumorigenesis is unclear.	MYCN	neuroblastoma	4613	HP_0003006	84	88	20	33	FALSE	C	Ug2			
23424626	Locations of mutations linked to human disease, including those responsible for Southeast Asian ovalocytosis, hereditary stomatocytosis, hereditary spherocytosis, and distal renal tubular acidosis, provide molecular insights into their effect on Band 3 folding.	red	spherocytosis	8444	HP_0004444	112	115	148	161	FALSE	U	Ug5			
24325915	Logistic regression analysis adjusted for age and gender reported a moderate association between rectal cancer risk and two NLRC5 SNPs, rs1684575 T&gt;G (OR: 1.60, 95% CI: 1.13-2.27, recessive model) and rs3751710 (OR: 0.70, 95% CI: 0.51-0.96, dominant model).	NLRC5	cancer	84166	HP_0002664	124	129	104	110	FALSE	I				
25109669	Loss of FBXL4 was also detected in primary tumours and it was highly associated with prognostic factors including high Gleason score, clinical stage, prostate-specific antigen (PSA) and extent of disease, as well as poor patient survival, suggesting that FBXL4 loss contributes to prostate cancer progression.	PSA	cancer	3818	HP_0002664	177	180	290	296	FALSE	C	Ug2			
29636477	Loss of FBXL4 was also detected in primary tumours and it was highly associated with prognostic factors including high Gleason score, clinical stage, prostate-specific antigen (PSA) and extent of disease, as well as poor patient survival, suggesting that FBXL4 loss contributes to prostate cancer progression.	FBXL4	cancer	26235	HP_0002664	8	13	290	296	FALSE	I				
25198130	Loss of GLIS3 function in humans and mice leads to the development of several pathologies, including neonatal diabetes and congenital hypothyroidism, polycystic kidney disease, and infertility.	mice	hypothyroidism	23581	HP_0000821	37	41	134	148	FALSE	U	Ug5			
29886046	Loss-of-function mutations of GNA11, which encodes G-protein subunit α11 (Gα11), a signaling partner for the calcium-sensing receptor (CaSR), result in familial hypocalciuric hypercalcemia type 2 (FHH2).	type	hypercalcemia	6445	HP_0003072	189	193	175	188	FALSE	U	Ug5			
26376864	Low-density lipoprotein receptor-related protein 4 (LRP4) is a multi-functional protein implicated in bone, kidney and neurological diseases including Cenani-Lenz syndactyly (CLS), sclerosteosis, osteoporosis, congenital myasthenic syndrome and myasthenia gravis.	CLS	syndactyly	6197	HP_0001159	175	178	163	173	FALSE	U	Ug3			
27650539	Low-grade fibromyxoid sarcoma (LGFMS) and sclerosing epithelioid fibrosarcoma (SEF) are rare tumors with distinct sets of morphological features, both characterized by MUC4 immunoreactivity.	MUC4	tumors	4585	HP_0002664	168	172	93	99	FALSE	I	Ug2			
28505344	Low-grade fibromyxoid sarcoma (LGFMS) and sclerosing epithelioid fibrosarcoma (SEF) are rare tumors with distinct sets of morphological features, both characterized by MUC4 immunoreactivity.	SEF	tumors	54756	HP_0002664	79	82	93	99	FALSE	U	Ug3			
25008864	Low-grade fibromyxoid sarcoma (LGFMS) and sclerosing epithelioid fibrosarcoma (SEF) are rare tumors with distinct sets of morphological features, both characterized by MUC4 immunoreactivity.	SEF	sarcoma	54756	HP_0100242	79	82	22	29	FALSE	U	Ug3			
25617527	LTBP3 was dispensable in the late steps of carcinoma cell metastasis that follow tumor cell intravasation, including vascular arrest, extravasation, and tissue colonization.	LTBP3	tumor	4054	HP_0002664	0	5	81	86	FALSE	C	Ug2	?		
26960553	LTBP4 was identified as a genetic modifier of muscular dystrophy in mice and humans.	mice	muscular dystrophy	23581	HP_0003560	68	72	46	64	FALSE	U	Ug5			
28901661	Luciferase assays did not identify SNPs that affect transactivation of ZNF365, but identified a protective haplotype in iCHAV2, associated with silencing of the NRBF2 promoter, implicating this gene in the etiology of breast cancer.	ZNF365	cancer	22891	HP_0002664	71	77	225	231	FALSE	C	Ug2			
28562347	Lucitanib is a small molecule inhibitor of vascular endothelial growth factor (VEGF) receptors 1 to 3 (VEGFR1 to 3), platelet derived growth factor α/β (PDGFRα/β) and FGFR1-3 tyrosine kinases and has demonstrated activity in a phase I/II clinical study, with objective RECIST responses in breast cancer patients with FGFR1 or FGF3/4/19 gene amplification, as well as in patients anticipated to benefit from anti-angiogenic agents.	FGFR1	cancer	2260	HP_0002664	167	172	296	302	TRUE	C				
26578640	Mabry syndrome, hyperphosphatasia mental retardation syndrome (HPMRS), is an autosomal recessive disease characterized by increased serum levels of alkaline phosphatase (ALP), severe developmental delay, intellectual disability, and seizures.	ALP	developmental delay	80150	HP_0001263	170	173	183	202	FALSE	C	Ug2			
30086807	Mabry syndrome, hyperphosphatasia mental retardation syndrome (HPMRS), is an autosomal recessive disease characterized by increased serum levels of alkaline phosphatase (ALP), severe developmental delay, intellectual disability, and seizures.	ALP	seizures	80150	HP_0001250	170	173	233	241	FALSE	C	Ug2			
30513714	Machine learning search further revealed that the likelihood of HER2-positive breast cancer is almost 100% in a patient with the high NRF1 expression combined with expression patterns of high E2F3, GSK3B, and MAPK1, low or no change in E2F1 and FGFR1, and high or no change in PIK3R3.	MAPK1	cancer	5594	HP_0002664	209	214	85	91	TRUE	C	Ug2			
29844572	Machine learning search further revealed that the likelihood of HER2-positive breast cancer is almost 100% in a patient with the high NRF1 expression combined with expression patterns of high E2F3, GSK3B, and MAPK1, low or no change in E2F1 and FGFR1, and high or no change in PIK3R3.	HER2	cancer	2064	HP_0002664	64	68	85	91	TRUE	U	Ug3			
30478051	Machine learning search further revealed that the likelihood of HER2-positive breast cancer is almost 100% in a patient with the high NRF1 expression combined with expression patterns of high E2F3, GSK3B, and MAPK1, low or no change in E2F1 and FGFR1, and high or no change in PIK3R3.	PIK3R3	cancer	8503	HP_0002664	277	283	85	91	FALSE	I				
25875328	MAGEL2 mutations, first reported to be the cause of the Prader-Willi like syndrome with autism by Schaaf et al. (2013) Nature Genetics, 45: 1405-1408 show the wide range of phenotypic spectrum from lethal arthrogryposis multiplex congenital to autism spectrum disorder (ASD) and mild intellectual disability (ID).	MAGEL2	autism	54551	HP_0000717	0	6	88	94	TRUE	C				
28755528	Main complications were due to anemia and ineffective erythropoiesis [osteoporosis (8/9, 89%), cholelithiasis (21/30, 70%), pulmonary arterial hypertension (PAH) (6/25, 24%)] and iron overload [hypothyroidism (9/24, 38%), and diabetes mellitus (6/32, 19%)].	PAH	pulmonary arterial hypertension	5053	HP_0002092	157	160	124	155	FALSE	U	Ug3			
29130599	Main complications were due to anemia and ineffective erythropoiesis [osteoporosis (8/9, 89%), cholelithiasis (21/30, 70%), pulmonary arterial hypertension (PAH) (6/25, 24%)] and iron overload [hypothyroidism (9/24, 38%), and diabetes mellitus (6/32, 19%)].	PAH	hypothyroidism	5053	HP_0000821	157	160	194	208	FALSE	U	Ug3			
29953855	Malfunctioning of nucleoporins is well known in human malignancies, such as gene fusions of NUP214 and NUP98 in hematological neoplasms and overexpression of NUP88 in a variety of human cancers.	NUP88	neoplasms	4927	HP_0002664	158	163	126	135	FALSE	C				
28213671	Malonyl coenzyme A (CoA) decarboxylase (EC 4.1.1.9, MCD) deficiency, or malonic aciduria, is a rare inborn error of metabolism characterised by a variable phenotype of developmental delay, seizures, cardiomyopathy and acidosis.	MCD	developmental delay	23417	HP_0001263	52	55	168	187	TRUE	U	Ug5			
27312022	Manipulation of ARHGAP17 affected cell proliferation in vitro and tumor growth in vivo.	ARHGAP17	tumor	55114	HP_0002664	16	24	66	71	FALSE	I				
19236704	Markers such as SERPINI1, ZCCHC24, and ZMYND8 were modulated by ABBV-075 and other BET inhibitors across cancer cell lines and xenograft tumors but not in blood and skin.	BET	cancer	92737	HP_0002664	83	86	105	111	FALSE	C	Ug2			
25927284	Markers such as SERPINI1, ZCCHC24, and ZMYND8 were modulated by ABBV-075 and other BET inhibitors across cancer cell lines and xenograft tumors but not in blood and skin.	BET	tumors	92737	HP_0002664	83	86	137	143	FALSE	C	Ug2			
17616665	Markers such as SERPINI1, ZCCHC24, and ZMYND8 were modulated by ABBV-075 and other BET inhibitors across cancer cell lines and xenograft tumors but not in blood and skin.	ZCCHC24	tumors	219654	HP_0002664	26	33	137	143	FALSE	C	Ug2			
